group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,6,,,2380005.0,ns,1
HeapVecComparison,heap,6,,,4719693.0,ns,2
HeapVecComparison,heap,6,,,7085332.0,ns,3
HeapVecComparison,heap,6,,,9374265.0,ns,4
HeapVecComparison,heap,6,,,11748888.0,ns,5
HeapVecComparison,heap,6,,,14081034.0,ns,6
HeapVecComparison,heap,6,,,16374806.0,ns,7
HeapVecComparison,heap,6,,,18724385.0,ns,8
HeapVecComparison,heap,6,,,21098178.0,ns,9
HeapVecComparison,heap,6,,,23411296.0,ns,10
HeapVecComparison,heap,6,,,25744914.0,ns,11
HeapVecComparison,heap,6,,,28101254.0,ns,12
HeapVecComparison,heap,6,,,30546130.0,ns,13
HeapVecComparison,heap,6,,,32820706.0,ns,14
HeapVecComparison,heap,6,,,35172410.0,ns,15
HeapVecComparison,heap,6,,,37502759.0,ns,16
HeapVecComparison,heap,6,,,39808586.0,ns,17
HeapVecComparison,heap,6,,,42179804.0,ns,18
HeapVecComparison,heap,6,,,44698268.0,ns,19
HeapVecComparison,heap,6,,,46913693.0,ns,20
HeapVecComparison,heap,6,,,49227154.0,ns,21
HeapVecComparison,heap,6,,,51531355.0,ns,22
HeapVecComparison,heap,6,,,53910589.0,ns,23
HeapVecComparison,heap,6,,,56236182.0,ns,24
HeapVecComparison,heap,6,,,58480251.0,ns,25
HeapVecComparison,heap,6,,,60856609.0,ns,26
HeapVecComparison,heap,6,,,63160049.0,ns,27
HeapVecComparison,heap,6,,,65563007.0,ns,28
HeapVecComparison,heap,6,,,67880134.0,ns,29
HeapVecComparison,heap,6,,,70188763.0,ns,30
HeapVecComparison,heap,6,,,72615487.0,ns,31
HeapVecComparison,heap,6,,,74885535.0,ns,32
HeapVecComparison,heap,6,,,77476295.0,ns,33
HeapVecComparison,heap,6,,,79732698.0,ns,34
HeapVecComparison,heap,6,,,82431520.0,ns,35
HeapVecComparison,heap,6,,,86097227.0,ns,36
HeapVecComparison,heap,6,,,88292895.0,ns,37
HeapVecComparison,heap,6,,,89807546.0,ns,38
HeapVecComparison,heap,6,,,91636828.0,ns,39
HeapVecComparison,heap,6,,,94463020.0,ns,40
HeapVecComparison,heap,6,,,96140696.0,ns,41
HeapVecComparison,heap,6,,,98400957.0,ns,42
HeapVecComparison,heap,6,,,100753007.0,ns,43
HeapVecComparison,heap,6,,,103119539.0,ns,44
HeapVecComparison,heap,6,,,105457704.0,ns,45
HeapVecComparison,heap,6,,,107858547.0,ns,46
HeapVecComparison,heap,6,,,110116735.0,ns,47
HeapVecComparison,heap,6,,,112499523.0,ns,48
HeapVecComparison,heap,6,,,114759604.0,ns,49
HeapVecComparison,heap,6,,,117587719.0,ns,50
HeapVecComparison,heap,6,,,119591056.0,ns,51
HeapVecComparison,heap,6,,,121864220.0,ns,52
HeapVecComparison,heap,6,,,124203048.0,ns,53
HeapVecComparison,heap,6,,,126618378.0,ns,54
HeapVecComparison,heap,6,,,129014324.0,ns,55
HeapVecComparison,heap,6,,,131312625.0,ns,56
HeapVecComparison,heap,6,,,133529682.0,ns,57
HeapVecComparison,heap,6,,,135975341.0,ns,58
HeapVecComparison,heap,6,,,138260458.0,ns,59
HeapVecComparison,heap,6,,,140731101.0,ns,60
HeapVecComparison,heap,6,,,142817847.0,ns,61
HeapVecComparison,heap,6,,,145140052.0,ns,62
HeapVecComparison,heap,6,,,147515078.0,ns,63
HeapVecComparison,heap,6,,,149794323.0,ns,64
HeapVecComparison,heap,6,,,152164480.0,ns,65
HeapVecComparison,heap,6,,,154586893.0,ns,66
HeapVecComparison,heap,6,,,157082425.0,ns,67
HeapVecComparison,heap,6,,,159472589.0,ns,68
HeapVecComparison,heap,6,,,161736014.0,ns,69
HeapVecComparison,heap,6,,,164234280.0,ns,70
HeapVecComparison,heap,6,,,166201130.0,ns,71
HeapVecComparison,heap,6,,,168588518.0,ns,72
HeapVecComparison,heap,6,,,170980756.0,ns,73
HeapVecComparison,heap,6,,,173432216.0,ns,74
HeapVecComparison,heap,6,,,175636199.0,ns,75
HeapVecComparison,heap,6,,,178005473.0,ns,76
HeapVecComparison,heap,6,,,180321549.0,ns,77
HeapVecComparison,heap,6,,,182535952.0,ns,78
HeapVecComparison,heap,6,,,185159835.0,ns,79
HeapVecComparison,heap,6,,,187621281.0,ns,80
HeapVecComparison,heap,6,,,189740588.0,ns,81
HeapVecComparison,heap,6,,,192202103.0,ns,82
HeapVecComparison,heap,6,,,194437318.0,ns,83
HeapVecComparison,heap,6,,,196739346.0,ns,84
HeapVecComparison,heap,6,,,199293578.0,ns,85
HeapVecComparison,heap,6,,,201559608.0,ns,86
HeapVecComparison,heap,6,,,203875493.0,ns,87
HeapVecComparison,heap,6,,,206203288.0,ns,88
HeapVecComparison,heap,6,,,208620503.0,ns,89
HeapVecComparison,heap,6,,,211041885.0,ns,90
HeapVecComparison,heap,6,,,213413013.0,ns,91
HeapVecComparison,heap,6,,,215741181.0,ns,92
HeapVecComparison,heap,6,,,218129812.0,ns,93
HeapVecComparison,heap,6,,,220633598.0,ns,94
HeapVecComparison,heap,6,,,222910028.0,ns,95
HeapVecComparison,heap,6,,,224707250.0,ns,96
HeapVecComparison,heap,6,,,226967299.0,ns,97
HeapVecComparison,heap,6,,,229447373.0,ns,98
HeapVecComparison,heap,6,,,232125775.0,ns,99
HeapVecComparison,heap,6,,,234346673.0,ns,100
