group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,33,,,22141585.0,ns,1
HeapVecComparison,heap,33,,,44142134.0,ns,2
HeapVecComparison,heap,33,,,66210973.0,ns,3
HeapVecComparison,heap,33,,,88255816.0,ns,4
HeapVecComparison,heap,33,,,110282444.0,ns,5
HeapVecComparison,heap,33,,,132328661.0,ns,6
HeapVecComparison,heap,33,,,154403759.0,ns,7
HeapVecComparison,heap,33,,,176392909.0,ns,8
HeapVecComparison,heap,33,,,198431079.0,ns,9
HeapVecComparison,heap,33,,,220681909.0,ns,10
HeapVecComparison,heap,33,,,242738384.0,ns,11
HeapVecComparison,heap,33,,,264662199.0,ns,12
HeapVecComparison,heap,33,,,286723744.0,ns,13
HeapVecComparison,heap,33,,,308843047.0,ns,14
HeapVecComparison,heap,33,,,331152215.0,ns,15
HeapVecComparison,heap,33,,,353121407.0,ns,16
HeapVecComparison,heap,33,,,375140642.0,ns,17
HeapVecComparison,heap,33,,,397098803.0,ns,18
HeapVecComparison,heap,33,,,419303605.0,ns,19
HeapVecComparison,heap,33,,,441645065.0,ns,20
HeapVecComparison,heap,33,,,463547840.0,ns,21
HeapVecComparison,heap,33,,,485185573.0,ns,22
HeapVecComparison,heap,33,,,507672582.0,ns,23
HeapVecComparison,heap,33,,,531889442.0,ns,24
HeapVecComparison,heap,33,,,552069414.0,ns,25
HeapVecComparison,heap,33,,,572407657.0,ns,26
HeapVecComparison,heap,33,,,595692448.0,ns,27
HeapVecComparison,heap,33,,,617592187.0,ns,28
HeapVecComparison,heap,33,,,639529888.0,ns,29
HeapVecComparison,heap,33,,,661705117.0,ns,30
HeapVecComparison,heap,33,,,684158787.0,ns,31
HeapVecComparison,heap,33,,,707804703.0,ns,32
HeapVecComparison,heap,33,,,728523219.0,ns,33
HeapVecComparison,heap,33,,,751871086.0,ns,34
HeapVecComparison,heap,33,,,772998117.0,ns,35
HeapVecComparison,heap,33,,,794684138.0,ns,36
HeapVecComparison,heap,33,,,816404361.0,ns,37
HeapVecComparison,heap,33,,,836595196.0,ns,38
HeapVecComparison,heap,33,,,862706328.0,ns,39
HeapVecComparison,heap,33,,,883515513.0,ns,40
HeapVecComparison,heap,33,,,905721047.0,ns,41
HeapVecComparison,heap,33,,,926168755.0,ns,42
HeapVecComparison,heap,33,,,946105573.0,ns,43
HeapVecComparison,heap,33,,,972066262.0,ns,44
HeapVecComparison,heap,33,,,993102022.0,ns,45
HeapVecComparison,heap,33,,,1019959453.0,ns,46
HeapVecComparison,heap,33,,,1033462001.0,ns,47
HeapVecComparison,heap,33,,,1054580156.0,ns,48
HeapVecComparison,heap,33,,,1078569557.0,ns,49
HeapVecComparison,heap,33,,,1098333251.0,ns,50
HeapVecComparison,heap,33,,,1120476168.0,ns,51
HeapVecComparison,heap,33,,,1143147697.0,ns,52
HeapVecComparison,heap,33,,,1164757013.0,ns,53
HeapVecComparison,heap,33,,,1187078796.0,ns,54
HeapVecComparison,heap,33,,,1216568764.0,ns,55
HeapVecComparison,heap,33,,,1235100727.0,ns,56
HeapVecComparison,heap,33,,,1265414021.0,ns,57
HeapVecComparison,heap,33,,,1276797205.0,ns,58
HeapVecComparison,heap,33,,,1294846964.0,ns,59
HeapVecComparison,heap,33,,,1320112499.0,ns,60
HeapVecComparison,heap,33,,,1340303042.0,ns,61
HeapVecComparison,heap,33,,,1362274819.0,ns,62
HeapVecComparison,heap,33,,,1385900848.0,ns,63
HeapVecComparison,heap,33,,,1406653817.0,ns,64
HeapVecComparison,heap,33,,,1432603636.0,ns,65
HeapVecComparison,heap,33,,,1451176758.0,ns,66
HeapVecComparison,heap,33,,,1474492513.0,ns,67
HeapVecComparison,heap,33,,,1498843512.0,ns,68
HeapVecComparison,heap,33,,,1518591497.0,ns,69
HeapVecComparison,heap,33,,,1538194380.0,ns,70
HeapVecComparison,heap,33,,,1561583764.0,ns,71
HeapVecComparison,heap,33,,,1586412972.0,ns,72
HeapVecComparison,heap,33,,,1608630487.0,ns,73
HeapVecComparison,heap,33,,,1629970539.0,ns,74
HeapVecComparison,heap,33,,,1654127374.0,ns,75
HeapVecComparison,heap,33,,,1669168309.0,ns,76
HeapVecComparison,heap,33,,,1692584123.0,ns,77
HeapVecComparison,heap,33,,,1718920396.0,ns,78
HeapVecComparison,heap,33,,,1738548427.0,ns,79
HeapVecComparison,heap,33,,,1760277115.0,ns,80
HeapVecComparison,heap,33,,,1787576256.0,ns,81
HeapVecComparison,heap,33,,,1810369342.0,ns,82
HeapVecComparison,heap,33,,,1833188539.0,ns,83
HeapVecComparison,heap,33,,,1849641240.0,ns,84
HeapVecComparison,heap,33,,,1871949047.0,ns,85
HeapVecComparison,heap,33,,,1894643699.0,ns,86
HeapVecComparison,heap,33,,,1925214866.0,ns,87
HeapVecComparison,heap,33,,,1936917930.0,ns,88
HeapVecComparison,heap,33,,,1958695841.0,ns,89
HeapVecComparison,heap,33,,,1983280629.0,ns,90
HeapVecComparison,heap,33,,,2006347410.0,ns,91
HeapVecComparison,heap,33,,,2030067196.0,ns,92
HeapVecComparison,heap,33,,,2057385430.0,ns,93
HeapVecComparison,heap,33,,,2082192214.0,ns,94
HeapVecComparison,heap,33,,,2090996038.0,ns,95
HeapVecComparison,heap,33,,,2113018311.0,ns,96
HeapVecComparison,heap,33,,,2135643852.0,ns,97
HeapVecComparison,heap,33,,,2160310404.0,ns,98
HeapVecComparison,heap,33,,,2183720217.0,ns,99
HeapVecComparison,heap,33,,,2207310649.0,ns,100
