group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,vec,19,,,3389859.0,ns,1
HeapVecComparison,vec,19,,,6824583.0,ns,2
HeapVecComparison,vec,19,,,10116396.0,ns,3
HeapVecComparison,vec,19,,,13478283.0,ns,4
HeapVecComparison,vec,19,,,16836332.0,ns,5
HeapVecComparison,vec,19,,,20130173.0,ns,6
HeapVecComparison,vec,19,,,23445880.0,ns,7
HeapVecComparison,vec,19,,,26852312.0,ns,8
HeapVecComparison,vec,19,,,30207635.0,ns,9
HeapVecComparison,vec,19,,,33535147.0,ns,10
HeapVecComparison,vec,19,,,36949022.0,ns,11
HeapVecComparison,vec,19,,,40241877.0,ns,12
HeapVecComparison,vec,19,,,43574420.0,ns,13
HeapVecComparison,vec,19,,,47090845.0,ns,14
HeapVecComparison,vec,19,,,50479413.0,ns,15
HeapVecComparison,vec,19,,,53859843.0,ns,16
HeapVecComparison,vec,19,,,57146770.0,ns,17
HeapVecComparison,vec,19,,,60505610.0,ns,18
HeapVecComparison,vec,19,,,63911048.0,ns,19
HeapVecComparison,vec,19,,,67325494.0,ns,20
HeapVecComparison,vec,19,,,70458570.0,ns,21
HeapVecComparison,vec,19,,,73750486.0,ns,22
HeapVecComparison,vec,19,,,77252756.0,ns,23
HeapVecComparison,vec,19,,,80617537.0,ns,24
HeapVecComparison,vec,19,,,83835603.0,ns,25
HeapVecComparison,vec,19,,,87450275.0,ns,26
HeapVecComparison,vec,19,,,90720679.0,ns,27
HeapVecComparison,vec,19,,,94087696.0,ns,28
HeapVecComparison,vec,19,,,97369232.0,ns,29
HeapVecComparison,vec,19,,,100828540.0,ns,30
HeapVecComparison,vec,19,,,103889883.0,ns,31
HeapVecComparison,vec,19,,,107404366.0,ns,32
HeapVecComparison,vec,19,,,110692052.0,ns,33
HeapVecComparison,vec,19,,,114400510.0,ns,34
HeapVecComparison,vec,19,,,117383935.0,ns,35
HeapVecComparison,vec,19,,,121099306.0,ns,36
HeapVecComparison,vec,19,,,124295993.0,ns,37
HeapVecComparison,vec,19,,,127544064.0,ns,38
HeapVecComparison,vec,19,,,131200965.0,ns,39
HeapVecComparison,vec,19,,,134566799.0,ns,40
HeapVecComparison,vec,19,,,137998917.0,ns,41
HeapVecComparison,vec,19,,,141206413.0,ns,42
HeapVecComparison,vec,19,,,144397440.0,ns,43
HeapVecComparison,vec,19,,,147702931.0,ns,44
HeapVecComparison,vec,19,,,151439189.0,ns,45
HeapVecComparison,vec,19,,,154817776.0,ns,46
HeapVecComparison,vec,19,,,157975681.0,ns,47
HeapVecComparison,vec,19,,,161249732.0,ns,48
HeapVecComparison,vec,19,,,164599857.0,ns,49
HeapVecComparison,vec,19,,,168184400.0,ns,50
HeapVecComparison,vec,19,,,171637469.0,ns,51
HeapVecComparison,vec,19,,,175055699.0,ns,52
HeapVecComparison,vec,19,,,178240625.0,ns,53
HeapVecComparison,vec,19,,,181595528.0,ns,54
HeapVecComparison,vec,19,,,184782226.0,ns,55
HeapVecComparison,vec,19,,,188311707.0,ns,56
HeapVecComparison,vec,19,,,191818806.0,ns,57
HeapVecComparison,vec,19,,,195164000.0,ns,58
HeapVecComparison,vec,19,,,198239200.0,ns,59
HeapVecComparison,vec,19,,,201615042.0,ns,60
HeapVecComparison,vec,19,,,205008558.0,ns,61
HeapVecComparison,vec,19,,,208658715.0,ns,62
HeapVecComparison,vec,19,,,211902009.0,ns,63
HeapVecComparison,vec,19,,,215149170.0,ns,64
HeapVecComparison,vec,19,,,218427580.0,ns,65
HeapVecComparison,vec,19,,,221951871.0,ns,66
HeapVecComparison,vec,19,,,225493184.0,ns,67
HeapVecComparison,vec,19,,,228906256.0,ns,68
HeapVecComparison,vec,19,,,232066315.0,ns,69
HeapVecComparison,vec,19,,,235382595.0,ns,70
HeapVecComparison,vec,19,,,238967620.0,ns,71
HeapVecComparison,vec,19,,,241999447.0,ns,72
HeapVecComparison,vec,19,,,245270143.0,ns,73
HeapVecComparison,vec,19,,,248766332.0,ns,74
HeapVecComparison,vec,19,,,252524211.0,ns,75
HeapVecComparison,vec,19,,,255452363.0,ns,76
HeapVecComparison,vec,19,,,258640674.0,ns,77
HeapVecComparison,vec,19,,,262243192.0,ns,78
HeapVecComparison,vec,19,,,265687203.0,ns,79
HeapVecComparison,vec,19,,,268800533.0,ns,80
HeapVecComparison,vec,19,,,272301370.0,ns,81
HeapVecComparison,vec,19,,,275735521.0,ns,82
HeapVecComparison,vec,19,,,279256117.0,ns,83
HeapVecComparison,vec,19,,,282059103.0,ns,84
HeapVecComparison,vec,19,,,285586541.0,ns,85
HeapVecComparison,vec,19,,,289412137.0,ns,86
HeapVecComparison,vec,19,,,292700857.0,ns,87
HeapVecComparison,vec,19,,,295609593.0,ns,88
HeapVecComparison,vec,19,,,299233480.0,ns,89
HeapVecComparison,vec,19,,,302735470.0,ns,90
HeapVecComparison,vec,19,,,305755195.0,ns,91
HeapVecComparison,vec,19,,,309212198.0,ns,92
HeapVecComparison,vec,19,,,312920897.0,ns,93
HeapVecComparison,vec,19,,,315945841.0,ns,94
HeapVecComparison,vec,19,,,319326432.0,ns,95
HeapVecComparison,vec,19,,,323088260.0,ns,96
HeapVecComparison,vec,19,,,325933264.0,ns,97
HeapVecComparison,vec,19,,,329282909.0,ns,98
HeapVecComparison,vec,19,,,333184398.0,ns,99
HeapVecComparison,vec,19,,,336421500.0,ns,100
