group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,19,,,12744415.0,ns,1
HeapVecComparison,heap,19,,,25380581.0,ns,2
HeapVecComparison,heap,19,,,33753977.0,ns,3
HeapVecComparison,heap,19,,,44944840.0,ns,4
HeapVecComparison,heap,19,,,56409928.0,ns,5
HeapVecComparison,heap,19,,,67556367.0,ns,6
HeapVecComparison,heap,19,,,78434332.0,ns,7
HeapVecComparison,heap,19,,,89351221.0,ns,8
HeapVecComparison,heap,19,,,100155437.0,ns,9
HeapVecComparison,heap,19,,,111179759.0,ns,10
HeapVecComparison,heap,19,,,122405105.0,ns,11
HeapVecComparison,heap,19,,,133584626.0,ns,12
HeapVecComparison,heap,19,,,144780969.0,ns,13
HeapVecComparison,heap,19,,,155847950.0,ns,14
HeapVecComparison,heap,19,,,167019155.0,ns,15
HeapVecComparison,heap,19,,,178207633.0,ns,16
HeapVecComparison,heap,19,,,189399166.0,ns,17
HeapVecComparison,heap,19,,,200713460.0,ns,18
HeapVecComparison,heap,19,,,211837158.0,ns,19
HeapVecComparison,heap,19,,,223120012.0,ns,20
HeapVecComparison,heap,19,,,234162227.0,ns,21
HeapVecComparison,heap,19,,,245285441.0,ns,22
HeapVecComparison,heap,19,,,256628680.0,ns,23
HeapVecComparison,heap,19,,,267917928.0,ns,24
HeapVecComparison,heap,19,,,280752372.0,ns,25
HeapVecComparison,heap,19,,,290990588.0,ns,26
HeapVecComparison,heap,19,,,301799404.0,ns,27
HeapVecComparison,heap,19,,,313031835.0,ns,28
HeapVecComparison,heap,19,,,323978287.0,ns,29
HeapVecComparison,heap,19,,,335141779.0,ns,30
HeapVecComparison,heap,19,,,346041346.0,ns,31
HeapVecComparison,heap,19,,,357381829.0,ns,32
HeapVecComparison,heap,19,,,368642643.0,ns,33
HeapVecComparison,heap,19,,,379792468.0,ns,34
HeapVecComparison,heap,19,,,391208403.0,ns,35
HeapVecComparison,heap,19,,,402087891.0,ns,36
HeapVecComparison,heap,19,,,413478639.0,ns,37
HeapVecComparison,heap,19,,,424558272.0,ns,38
HeapVecComparison,heap,19,,,435584827.0,ns,39
HeapVecComparison,heap,19,,,446566797.0,ns,40
HeapVecComparison,heap,19,,,457784141.0,ns,41
HeapVecComparison,heap,19,,,469285104.0,ns,42
HeapVecComparison,heap,19,,,480772583.0,ns,43
HeapVecComparison,heap,19,,,492902758.0,ns,44
HeapVecComparison,heap,19,,,504034228.0,ns,45
HeapVecComparison,heap,19,,,514508637.0,ns,46
HeapVecComparison,heap,19,,,525689721.0,ns,47
HeapVecComparison,heap,19,,,536226948.0,ns,48
HeapVecComparison,heap,19,,,547245596.0,ns,49
HeapVecComparison,heap,19,,,558908364.0,ns,50
HeapVecComparison,heap,19,,,570600528.0,ns,51
HeapVecComparison,heap,19,,,581213546.0,ns,52
HeapVecComparison,heap,19,,,592884299.0,ns,53
HeapVecComparison,heap,19,,,603454397.0,ns,54
HeapVecComparison,heap,19,,,614968686.0,ns,55
HeapVecComparison,heap,19,,,626608460.0,ns,56
HeapVecComparison,heap,19,,,637574832.0,ns,57
HeapVecComparison,heap,19,,,647754448.0,ns,58
HeapVecComparison,heap,19,,,658638304.0,ns,59
HeapVecComparison,heap,19,,,670294791.0,ns,60
HeapVecComparison,heap,19,,,680965106.0,ns,61
HeapVecComparison,heap,19,,,692486569.0,ns,62
HeapVecComparison,heap,19,,,703637636.0,ns,63
HeapVecComparison,heap,19,,,714522486.0,ns,64
HeapVecComparison,heap,19,,,729099219.0,ns,65
HeapVecComparison,heap,19,,,737329859.0,ns,66
HeapVecComparison,heap,19,,,747762189.0,ns,67
HeapVecComparison,heap,19,,,757402642.0,ns,68
HeapVecComparison,heap,19,,,767309095.0,ns,69
HeapVecComparison,heap,19,,,778073328.0,ns,70
HeapVecComparison,heap,19,,,789190912.0,ns,71
HeapVecComparison,heap,19,,,801017066.0,ns,72
HeapVecComparison,heap,19,,,812699421.0,ns,73
HeapVecComparison,heap,19,,,830005595.0,ns,74
HeapVecComparison,heap,19,,,840503829.0,ns,75
HeapVecComparison,heap,19,,,848330250.0,ns,76
HeapVecComparison,heap,19,,,861202216.0,ns,77
HeapVecComparison,heap,19,,,869857122.0,ns,78
HeapVecComparison,heap,19,,,881599608.0,ns,79
HeapVecComparison,heap,19,,,892468047.0,ns,80
HeapVecComparison,heap,19,,,904789069.0,ns,81
HeapVecComparison,heap,19,,,915726255.0,ns,82
HeapVecComparison,heap,19,,,926554609.0,ns,83
HeapVecComparison,heap,19,,,937118685.0,ns,84
HeapVecComparison,heap,19,,,948863206.0,ns,85
HeapVecComparison,heap,19,,,960528128.0,ns,86
HeapVecComparison,heap,19,,,973539804.0,ns,87
HeapVecComparison,heap,19,,,986009267.0,ns,88
HeapVecComparison,heap,19,,,994607666.0,ns,89
HeapVecComparison,heap,19,,,1005835388.0,ns,90
HeapVecComparison,heap,19,,,1017506541.0,ns,91
HeapVecComparison,heap,19,,,1028020634.0,ns,92
HeapVecComparison,heap,19,,,1038902558.0,ns,93
HeapVecComparison,heap,19,,,1042996186.0,ns,94
HeapVecComparison,heap,19,,,1054515856.0,ns,95
HeapVecComparison,heap,19,,,1065595119.0,ns,96
HeapVecComparison,heap,19,,,1081279611.0,ns,97
HeapVecComparison,heap,19,,,1094867208.0,ns,98
HeapVecComparison,heap,19,,,1106600069.0,ns,99
HeapVecComparison,heap,19,,,1116353023.0,ns,100
