group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,24,,,14573078.0,ns,1
HeapVecComparison,heap,24,,,29059451.0,ns,2
HeapVecComparison,heap,24,,,43439586.0,ns,3
HeapVecComparison,heap,24,,,58004599.0,ns,4
HeapVecComparison,heap,24,,,72499620.0,ns,5
HeapVecComparison,heap,24,,,87020679.0,ns,6
HeapVecComparison,heap,24,,,101439565.0,ns,7
HeapVecComparison,heap,24,,,115778766.0,ns,8
HeapVecComparison,heap,24,,,130307069.0,ns,9
HeapVecComparison,heap,24,,,145076382.0,ns,10
HeapVecComparison,heap,24,,,159451809.0,ns,11
HeapVecComparison,heap,24,,,173926171.0,ns,12
HeapVecComparison,heap,24,,,188218643.0,ns,13
HeapVecComparison,heap,24,,,202841543.0,ns,14
HeapVecComparison,heap,24,,,217403849.0,ns,15
HeapVecComparison,heap,24,,,231461609.0,ns,16
HeapVecComparison,heap,24,,,245951813.0,ns,17
HeapVecComparison,heap,24,,,260481186.0,ns,18
HeapVecComparison,heap,24,,,275006554.0,ns,19
HeapVecComparison,heap,24,,,289969633.0,ns,20
HeapVecComparison,heap,24,,,304504028.0,ns,21
HeapVecComparison,heap,24,,,318952009.0,ns,22
HeapVecComparison,heap,24,,,333539855.0,ns,23
HeapVecComparison,heap,24,,,347865788.0,ns,24
HeapVecComparison,heap,24,,,362202992.0,ns,25
HeapVecComparison,heap,24,,,376995220.0,ns,26
HeapVecComparison,heap,24,,,390992328.0,ns,27
HeapVecComparison,heap,24,,,405669530.0,ns,28
HeapVecComparison,heap,24,,,419629167.0,ns,29
HeapVecComparison,heap,24,,,434439838.0,ns,30
HeapVecComparison,heap,24,,,448435032.0,ns,31
HeapVecComparison,heap,24,,,462970078.0,ns,32
HeapVecComparison,heap,24,,,477770211.0,ns,33
HeapVecComparison,heap,24,,,491902580.0,ns,34
HeapVecComparison,heap,24,,,512256402.0,ns,35
HeapVecComparison,heap,24,,,521496756.0,ns,36
HeapVecComparison,heap,24,,,534255228.0,ns,37
HeapVecComparison,heap,24,,,554367307.0,ns,38
HeapVecComparison,heap,24,,,570123183.0,ns,39
HeapVecComparison,heap,24,,,578586347.0,ns,40
HeapVecComparison,heap,24,,,592617650.0,ns,41
HeapVecComparison,heap,24,,,604960662.0,ns,42
HeapVecComparison,heap,24,,,619201447.0,ns,43
HeapVecComparison,heap,24,,,635270309.0,ns,44
HeapVecComparison,heap,24,,,651325807.0,ns,45
HeapVecComparison,heap,24,,,665662711.0,ns,46
HeapVecComparison,heap,24,,,679795111.0,ns,47
HeapVecComparison,heap,24,,,693638019.0,ns,48
HeapVecComparison,heap,24,,,707230758.0,ns,49
HeapVecComparison,heap,24,,,722003358.0,ns,50
HeapVecComparison,heap,24,,,736559213.0,ns,51
HeapVecComparison,heap,24,,,750403674.0,ns,52
HeapVecComparison,heap,24,,,764025627.0,ns,53
HeapVecComparison,heap,24,,,779358207.0,ns,54
HeapVecComparison,heap,24,,,794186924.0,ns,55
HeapVecComparison,heap,24,,,807975211.0,ns,56
HeapVecComparison,heap,24,,,822474728.0,ns,57
HeapVecComparison,heap,24,,,837234507.0,ns,58
HeapVecComparison,heap,24,,,851223848.0,ns,59
HeapVecComparison,heap,24,,,865687961.0,ns,60
HeapVecComparison,heap,24,,,880899625.0,ns,61
HeapVecComparison,heap,24,,,908030591.0,ns,62
HeapVecComparison,heap,24,,,908487076.0,ns,63
HeapVecComparison,heap,24,,,923958848.0,ns,64
HeapVecComparison,heap,24,,,942245834.0,ns,65
HeapVecComparison,heap,24,,,952641453.0,ns,66
HeapVecComparison,heap,24,,,967317864.0,ns,67
HeapVecComparison,heap,24,,,981466785.0,ns,68
HeapVecComparison,heap,24,,,995738628.0,ns,69
HeapVecComparison,heap,24,,,1010617439.0,ns,70
HeapVecComparison,heap,24,,,1025285343.0,ns,71
HeapVecComparison,heap,24,,,1039815089.0,ns,72
HeapVecComparison,heap,24,,,1054078605.0,ns,73
HeapVecComparison,heap,24,,,1068964099.0,ns,74
HeapVecComparison,heap,24,,,1084629645.0,ns,75
HeapVecComparison,heap,24,,,1098565827.0,ns,76
HeapVecComparison,heap,24,,,1115322681.0,ns,77
HeapVecComparison,heap,24,,,1127271074.0,ns,78
HeapVecComparison,heap,24,,,1141920113.0,ns,79
HeapVecComparison,heap,24,,,1156197787.0,ns,80
HeapVecComparison,heap,24,,,1169531270.0,ns,81
HeapVecComparison,heap,24,,,1186759356.0,ns,82
HeapVecComparison,heap,24,,,1202648851.0,ns,83
HeapVecComparison,heap,24,,,1221551612.0,ns,84
HeapVecComparison,heap,24,,,1231052024.0,ns,85
HeapVecComparison,heap,24,,,1245224790.0,ns,86
HeapVecComparison,heap,24,,,1259780312.0,ns,87
HeapVecComparison,heap,24,,,1273434898.0,ns,88
HeapVecComparison,heap,24,,,1287664550.0,ns,89
HeapVecComparison,heap,24,,,1298831037.0,ns,90
HeapVecComparison,heap,24,,,1314680590.0,ns,91
HeapVecComparison,heap,24,,,1327468677.0,ns,92
HeapVecComparison,heap,24,,,1342392011.0,ns,93
HeapVecComparison,heap,24,,,1356099405.0,ns,94
HeapVecComparison,heap,24,,,1371195794.0,ns,95
HeapVecComparison,heap,24,,,1386422857.0,ns,96
HeapVecComparison,heap,24,,,1400544077.0,ns,97
HeapVecComparison,heap,24,,,1413960605.0,ns,98
HeapVecComparison,heap,24,,,1442335420.0,ns,99
HeapVecComparison,heap,24,,,1446051092.0,ns,100
