group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,vec,37,,,11248902.0,ns,1
HeapVecComparison,vec,37,,,22358582.0,ns,2
HeapVecComparison,vec,37,,,33426865.0,ns,3
HeapVecComparison,vec,37,,,44546924.0,ns,4
HeapVecComparison,vec,37,,,55686961.0,ns,5
HeapVecComparison,vec,37,,,66878144.0,ns,6
HeapVecComparison,vec,37,,,77906542.0,ns,7
HeapVecComparison,vec,37,,,88966920.0,ns,8
HeapVecComparison,vec,37,,,100281304.0,ns,9
HeapVecComparison,vec,37,,,111561323.0,ns,10
HeapVecComparison,vec,37,,,122645927.0,ns,11
HeapVecComparison,vec,37,,,133990307.0,ns,12
HeapVecComparison,vec,37,,,144917105.0,ns,13
HeapVecComparison,vec,37,,,156115039.0,ns,14
HeapVecComparison,vec,37,,,167235911.0,ns,15
HeapVecComparison,vec,37,,,178329161.0,ns,16
HeapVecComparison,vec,37,,,189451676.0,ns,17
HeapVecComparison,vec,37,,,200743777.0,ns,18
HeapVecComparison,vec,37,,,211824764.0,ns,19
HeapVecComparison,vec,37,,,222915960.0,ns,20
HeapVecComparison,vec,37,,,242010318.0,ns,21
HeapVecComparison,vec,37,,,245046343.0,ns,22
HeapVecComparison,vec,37,,,256369634.0,ns,23
HeapVecComparison,vec,37,,,267212414.0,ns,24
HeapVecComparison,vec,37,,,278355906.0,ns,25
HeapVecComparison,vec,37,,,289800085.0,ns,26
HeapVecComparison,vec,37,,,301068572.0,ns,27
HeapVecComparison,vec,37,,,312071644.0,ns,28
HeapVecComparison,vec,37,,,323210890.0,ns,29
HeapVecComparison,vec,37,,,334349804.0,ns,30
HeapVecComparison,vec,37,,,345713400.0,ns,31
HeapVecComparison,vec,37,,,356562822.0,ns,32
HeapVecComparison,vec,37,,,367709703.0,ns,33
HeapVecComparison,vec,37,,,378952111.0,ns,34
HeapVecComparison,vec,37,,,390210141.0,ns,35
HeapVecComparison,vec,37,,,400743448.0,ns,36
HeapVecComparison,vec,37,,,412413401.0,ns,37
HeapVecComparison,vec,37,,,423571251.0,ns,38
HeapVecComparison,vec,37,,,443661317.0,ns,39
HeapVecComparison,vec,37,,,455052325.0,ns,40
HeapVecComparison,vec,37,,,540885347.0,ns,41
HeapVecComparison,vec,37,,,467956832.0,ns,42
HeapVecComparison,vec,37,,,481033121.0,ns,43
HeapVecComparison,vec,37,,,489023561.0,ns,44
HeapVecComparison,vec,37,,,500973998.0,ns,45
HeapVecComparison,vec,37,,,511152131.0,ns,46
HeapVecComparison,vec,37,,,523067392.0,ns,47
HeapVecComparison,vec,37,,,534133049.0,ns,48
HeapVecComparison,vec,37,,,553111681.0,ns,49
HeapVecComparison,vec,37,,,556420368.0,ns,50
HeapVecComparison,vec,37,,,567131930.0,ns,51
HeapVecComparison,vec,37,,,578193753.0,ns,52
HeapVecComparison,vec,37,,,589771099.0,ns,53
HeapVecComparison,vec,37,,,625079422.0,ns,54
HeapVecComparison,vec,37,,,612020226.0,ns,55
HeapVecComparison,vec,37,,,622814984.0,ns,56
HeapVecComparison,vec,37,,,633911781.0,ns,57
HeapVecComparison,vec,37,,,646274953.0,ns,58
HeapVecComparison,vec,37,,,656988390.0,ns,59
HeapVecComparison,vec,37,,,666973329.0,ns,60
HeapVecComparison,vec,37,,,679039644.0,ns,61
HeapVecComparison,vec,37,,,690101305.0,ns,62
HeapVecComparison,vec,37,,,700364757.0,ns,63
HeapVecComparison,vec,37,,,711664955.0,ns,64
HeapVecComparison,vec,37,,,730010760.0,ns,65
HeapVecComparison,vec,37,,,734475044.0,ns,66
HeapVecComparison,vec,37,,,745477933.0,ns,67
HeapVecComparison,vec,37,,,756817255.0,ns,68
HeapVecComparison,vec,37,,,787815994.0,ns,69
HeapVecComparison,vec,37,,,772935680.0,ns,70
HeapVecComparison,vec,37,,,775163930.0,ns,71
HeapVecComparison,vec,37,,,786132927.0,ns,72
HeapVecComparison,vec,37,,,796928336.0,ns,73
HeapVecComparison,vec,37,,,812262902.0,ns,74
HeapVecComparison,vec,37,,,818974103.0,ns,75
HeapVecComparison,vec,37,,,830055399.0,ns,76
HeapVecComparison,vec,37,,,840898839.0,ns,77
HeapVecComparison,vec,37,,,851569867.0,ns,78
HeapVecComparison,vec,37,,,862774856.0,ns,79
HeapVecComparison,vec,37,,,873580566.0,ns,80
HeapVecComparison,vec,37,,,884456860.0,ns,81
HeapVecComparison,vec,37,,,899352311.0,ns,82
HeapVecComparison,vec,37,,,908862761.0,ns,83
HeapVecComparison,vec,37,,,919656769.0,ns,84
HeapVecComparison,vec,37,,,931947214.0,ns,85
HeapVecComparison,vec,37,,,939672085.0,ns,86
HeapVecComparison,vec,37,,,950051835.0,ns,87
HeapVecComparison,vec,37,,,961069593.0,ns,88
HeapVecComparison,vec,37,,,972069547.0,ns,89
HeapVecComparison,vec,37,,,982937566.0,ns,90
HeapVecComparison,vec,37,,,993858610.0,ns,91
HeapVecComparison,vec,37,,,1004630057.0,ns,92
HeapVecComparison,vec,37,,,1015693672.0,ns,93
HeapVecComparison,vec,37,,,1026394474.0,ns,94
HeapVecComparison,vec,37,,,1041657124.0,ns,95
HeapVecComparison,vec,37,,,1048676942.0,ns,96
HeapVecComparison,vec,37,,,1059175377.0,ns,97
HeapVecComparison,vec,37,,,1070065906.0,ns,98
HeapVecComparison,vec,37,,,1081165125.0,ns,99
HeapVecComparison,vec,37,,,1092169520.0,ns,100
