group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,vec,23,,,4718812.0,ns,1
HeapVecComparison,vec,23,,,9450078.0,ns,2
HeapVecComparison,vec,23,,,14122792.0,ns,3
HeapVecComparison,vec,23,,,18847806.0,ns,4
HeapVecComparison,vec,23,,,23697043.0,ns,5
HeapVecComparison,vec,23,,,28151749.0,ns,6
HeapVecComparison,vec,23,,,32813553.0,ns,7
HeapVecComparison,vec,23,,,37547052.0,ns,8
HeapVecComparison,vec,23,,,42249134.0,ns,9
HeapVecComparison,vec,23,,,46963236.0,ns,10
HeapVecComparison,vec,23,,,51743154.0,ns,11
HeapVecComparison,vec,23,,,56411319.0,ns,12
HeapVecComparison,vec,23,,,61082472.0,ns,13
HeapVecComparison,vec,23,,,65837293.0,ns,14
HeapVecComparison,vec,23,,,70535784.0,ns,15
HeapVecComparison,vec,23,,,74949715.0,ns,16
HeapVecComparison,vec,23,,,79904410.0,ns,17
HeapVecComparison,vec,23,,,84650532.0,ns,18
HeapVecComparison,vec,23,,,89342023.0,ns,19
HeapVecComparison,vec,23,,,94074442.0,ns,20
HeapVecComparison,vec,23,,,98844147.0,ns,21
HeapVecComparison,vec,23,,,103235346.0,ns,22
HeapVecComparison,vec,23,,,107973192.0,ns,23
HeapVecComparison,vec,23,,,112879406.0,ns,24
HeapVecComparison,vec,23,,,117613165.0,ns,25
HeapVecComparison,vec,23,,,122287335.0,ns,26
HeapVecComparison,vec,23,,,127073082.0,ns,27
HeapVecComparison,vec,23,,,132122163.0,ns,28
HeapVecComparison,vec,23,,,137776991.0,ns,29
HeapVecComparison,vec,23,,,141920292.0,ns,30
HeapVecComparison,vec,23,,,145923613.0,ns,31
HeapVecComparison,vec,23,,,150348283.0,ns,32
HeapVecComparison,vec,23,,,154942340.0,ns,33
HeapVecComparison,vec,23,,,160000890.0,ns,34
HeapVecComparison,vec,23,,,164822434.0,ns,35
HeapVecComparison,vec,23,,,169400461.0,ns,36
HeapVecComparison,vec,23,,,173978720.0,ns,37
HeapVecComparison,vec,23,,,178793572.0,ns,38
HeapVecComparison,vec,23,,,183514609.0,ns,39
HeapVecComparison,vec,23,,,188038965.0,ns,40
HeapVecComparison,vec,23,,,192872172.0,ns,41
HeapVecComparison,vec,23,,,197252418.0,ns,42
HeapVecComparison,vec,23,,,202174912.0,ns,43
HeapVecComparison,vec,23,,,206578533.0,ns,44
HeapVecComparison,vec,23,,,211624959.0,ns,45
HeapVecComparison,vec,23,,,215683472.0,ns,46
HeapVecComparison,vec,23,,,221002331.0,ns,47
HeapVecComparison,vec,23,,,225668683.0,ns,48
HeapVecComparison,vec,23,,,230284151.0,ns,49
HeapVecComparison,vec,23,,,235067665.0,ns,50
HeapVecComparison,vec,23,,,239870624.0,ns,51
HeapVecComparison,vec,23,,,244744356.0,ns,52
HeapVecComparison,vec,23,,,248986404.0,ns,53
HeapVecComparison,vec,23,,,253781799.0,ns,54
HeapVecComparison,vec,23,,,258070004.0,ns,55
HeapVecComparison,vec,23,,,263367361.0,ns,56
HeapVecComparison,vec,23,,,267868354.0,ns,57
HeapVecComparison,vec,23,,,272592205.0,ns,58
HeapVecComparison,vec,23,,,277574952.0,ns,59
HeapVecComparison,vec,23,,,284513037.0,ns,60
HeapVecComparison,vec,23,,,289232700.0,ns,61
HeapVecComparison,vec,23,,,292454144.0,ns,62
HeapVecComparison,vec,23,,,296309686.0,ns,63
HeapVecComparison,vec,23,,,300331099.0,ns,64
HeapVecComparison,vec,23,,,306074334.0,ns,65
HeapVecComparison,vec,23,,,312755124.0,ns,66
HeapVecComparison,vec,23,,,317303588.0,ns,67
HeapVecComparison,vec,23,,,326367991.0,ns,68
HeapVecComparison,vec,23,,,324838743.0,ns,69
HeapVecComparison,vec,23,,,328863642.0,ns,70
HeapVecComparison,vec,23,,,333360599.0,ns,71
HeapVecComparison,vec,23,,,339295270.0,ns,72
HeapVecComparison,vec,23,,,342972018.0,ns,73
HeapVecComparison,vec,23,,,347640445.0,ns,74
HeapVecComparison,vec,23,,,353016911.0,ns,75
HeapVecComparison,vec,23,,,357353395.0,ns,76
HeapVecComparison,vec,23,,,361988360.0,ns,77
HeapVecComparison,vec,23,,,367123953.0,ns,78
HeapVecComparison,vec,23,,,371007629.0,ns,79
HeapVecComparison,vec,23,,,375723295.0,ns,80
HeapVecComparison,vec,23,,,380901478.0,ns,81
HeapVecComparison,vec,23,,,385743251.0,ns,82
HeapVecComparison,vec,23,,,390869958.0,ns,83
HeapVecComparison,vec,23,,,395161007.0,ns,84
HeapVecComparison,vec,23,,,400090585.0,ns,85
HeapVecComparison,vec,23,,,404648905.0,ns,86
HeapVecComparison,vec,23,,,415706237.0,ns,87
HeapVecComparison,vec,23,,,417442535.0,ns,88
HeapVecComparison,vec,23,,,419061701.0,ns,89
HeapVecComparison,vec,23,,,423073057.0,ns,90
HeapVecComparison,vec,23,,,428321070.0,ns,91
HeapVecComparison,vec,23,,,432329862.0,ns,92
HeapVecComparison,vec,23,,,437337715.0,ns,93
HeapVecComparison,vec,23,,,442197090.0,ns,94
HeapVecComparison,vec,23,,,447170801.0,ns,95
HeapVecComparison,vec,23,,,451872901.0,ns,96
HeapVecComparison,vec,23,,,458579892.0,ns,97
HeapVecComparison,vec,23,,,461550796.0,ns,98
HeapVecComparison,vec,23,,,466033134.0,ns,99
HeapVecComparison,vec,23,,,470674059.0,ns,100
