group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,4,,,1525692.0,ns,1
HeapVecComparison,heap,4,,,3063527.0,ns,2
HeapVecComparison,heap,4,,,4701360.0,ns,3
HeapVecComparison,heap,4,,,6065127.0,ns,4
HeapVecComparison,heap,4,,,7580811.0,ns,5
HeapVecComparison,heap,4,,,9045237.0,ns,6
HeapVecComparison,heap,4,,,10574617.0,ns,7
HeapVecComparison,heap,4,,,12063139.0,ns,8
HeapVecComparison,heap,4,,,13559386.0,ns,9
HeapVecComparison,heap,4,,,15083204.0,ns,10
HeapVecComparison,heap,4,,,16553983.0,ns,11
HeapVecComparison,heap,4,,,18082991.0,ns,12
HeapVecComparison,heap,4,,,19570020.0,ns,13
HeapVecComparison,heap,4,,,21076017.0,ns,14
HeapVecComparison,heap,4,,,22596728.0,ns,15
HeapVecComparison,heap,4,,,24104266.0,ns,16
HeapVecComparison,heap,4,,,25645075.0,ns,17
HeapVecComparison,heap,4,,,27112149.0,ns,18
HeapVecComparison,heap,4,,,28623805.0,ns,19
HeapVecComparison,heap,4,,,30125351.0,ns,20
HeapVecComparison,heap,4,,,31652946.0,ns,21
HeapVecComparison,heap,4,,,33136951.0,ns,22
HeapVecComparison,heap,4,,,34660038.0,ns,23
HeapVecComparison,heap,4,,,36186140.0,ns,24
HeapVecComparison,heap,4,,,37681987.0,ns,25
HeapVecComparison,heap,4,,,39140040.0,ns,26
HeapVecComparison,heap,4,,,40826536.0,ns,27
HeapVecComparison,heap,4,,,42220390.0,ns,28
HeapVecComparison,heap,4,,,43675720.0,ns,29
HeapVecComparison,heap,4,,,45132021.0,ns,30
HeapVecComparison,heap,4,,,46670027.0,ns,31
HeapVecComparison,heap,4,,,48177985.0,ns,32
HeapVecComparison,heap,4,,,49622114.0,ns,33
HeapVecComparison,heap,4,,,51140954.0,ns,34
HeapVecComparison,heap,4,,,52619606.0,ns,35
HeapVecComparison,heap,4,,,54301843.0,ns,36
HeapVecComparison,heap,4,,,55761932.0,ns,37
HeapVecComparison,heap,4,,,57289617.0,ns,38
HeapVecComparison,heap,4,,,58798698.0,ns,39
HeapVecComparison,heap,4,,,60216598.0,ns,40
HeapVecComparison,heap,4,,,61802503.0,ns,41
HeapVecComparison,heap,4,,,63258735.0,ns,42
HeapVecComparison,heap,4,,,64851794.0,ns,43
HeapVecComparison,heap,4,,,66353650.0,ns,44
HeapVecComparison,heap,4,,,67975864.0,ns,45
HeapVecComparison,heap,4,,,69476748.0,ns,46
HeapVecComparison,heap,4,,,70952367.0,ns,47
HeapVecComparison,heap,4,,,72288404.0,ns,48
HeapVecComparison,heap,4,,,73793567.0,ns,49
HeapVecComparison,heap,4,,,75254236.0,ns,50
HeapVecComparison,heap,4,,,76827167.0,ns,51
HeapVecComparison,heap,4,,,78358359.0,ns,52
HeapVecComparison,heap,4,,,79850628.0,ns,53
HeapVecComparison,heap,4,,,81299317.0,ns,54
HeapVecComparison,heap,4,,,82786805.0,ns,55
HeapVecComparison,heap,4,,,84429800.0,ns,56
HeapVecComparison,heap,4,,,85804065.0,ns,57
HeapVecComparison,heap,4,,,87462498.0,ns,58
HeapVecComparison,heap,4,,,88990705.0,ns,59
HeapVecComparison,heap,4,,,90421137.0,ns,60
HeapVecComparison,heap,4,,,91857922.0,ns,61
HeapVecComparison,heap,4,,,93357437.0,ns,62
HeapVecComparison,heap,4,,,94905830.0,ns,63
HeapVecComparison,heap,4,,,96354367.0,ns,64
HeapVecComparison,heap,4,,,97843241.0,ns,65
HeapVecComparison,heap,4,,,99386425.0,ns,66
HeapVecComparison,heap,4,,,101169160.0,ns,67
HeapVecComparison,heap,4,,,103277494.0,ns,68
HeapVecComparison,heap,4,,,106733357.0,ns,69
HeapVecComparison,heap,4,,,110178029.0,ns,70
HeapVecComparison,heap,4,,,108764197.0,ns,71
HeapVecComparison,heap,4,,,119324647.0,ns,72
HeapVecComparison,heap,4,,,110482530.0,ns,73
HeapVecComparison,heap,4,,,111611677.0,ns,74
HeapVecComparison,heap,4,,,113010993.0,ns,75
HeapVecComparison,heap,4,,,114553856.0,ns,76
HeapVecComparison,heap,4,,,115976756.0,ns,77
HeapVecComparison,heap,4,,,117735606.0,ns,78
HeapVecComparison,heap,4,,,119018552.0,ns,79
HeapVecComparison,heap,4,,,120619075.0,ns,80
HeapVecComparison,heap,4,,,122232201.0,ns,81
HeapVecComparison,heap,4,,,123758353.0,ns,82
HeapVecComparison,heap,4,,,124910455.0,ns,83
HeapVecComparison,heap,4,,,126477916.0,ns,84
HeapVecComparison,heap,4,,,127933184.0,ns,85
HeapVecComparison,heap,4,,,129758780.0,ns,86
HeapVecComparison,heap,4,,,131253392.0,ns,87
HeapVecComparison,heap,4,,,132633573.0,ns,88
HeapVecComparison,heap,4,,,134060098.0,ns,89
HeapVecComparison,heap,4,,,135755559.0,ns,90
HeapVecComparison,heap,4,,,137531831.0,ns,91
HeapVecComparison,heap,4,,,138686807.0,ns,92
HeapVecComparison,heap,4,,,140244540.0,ns,93
HeapVecComparison,heap,4,,,141612685.0,ns,94
HeapVecComparison,heap,4,,,143188182.0,ns,95
HeapVecComparison,heap,4,,,144816946.0,ns,96
HeapVecComparison,heap,4,,,146186586.0,ns,97
HeapVecComparison,heap,4,,,147643589.0,ns,98
HeapVecComparison,heap,4,,,149417246.0,ns,99
HeapVecComparison,heap,4,,,151690570.0,ns,100
