group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,vec,6,,,1141661.0,ns,2
HeapVecComparison,vec,6,,,2325032.0,ns,4
HeapVecComparison,vec,6,,,3457315.0,ns,6
HeapVecComparison,vec,6,,,4629003.0,ns,8
HeapVecComparison,vec,6,,,5781977.0,ns,10
HeapVecComparison,vec,6,,,6895995.0,ns,12
HeapVecComparison,vec,6,,,8064359.0,ns,14
HeapVecComparison,vec,6,,,9183406.0,ns,16
HeapVecComparison,vec,6,,,10349224.0,ns,18
HeapVecComparison,vec,6,,,11523898.0,ns,20
HeapVecComparison,vec,6,,,12652214.0,ns,22
HeapVecComparison,vec,6,,,13819924.0,ns,24
HeapVecComparison,vec,6,,,14957669.0,ns,26
HeapVecComparison,vec,6,,,16091585.0,ns,28
HeapVecComparison,vec,6,,,17222748.0,ns,30
HeapVecComparison,vec,6,,,18373475.0,ns,32
HeapVecComparison,vec,6,,,19545665.0,ns,34
HeapVecComparison,vec,6,,,20670665.0,ns,36
HeapVecComparison,vec,6,,,21856029.0,ns,38
HeapVecComparison,vec,6,,,22978184.0,ns,40
HeapVecComparison,vec,6,,,24081142.0,ns,42
HeapVecComparison,vec,6,,,25270846.0,ns,44
HeapVecComparison,vec,6,,,26433025.0,ns,46
HeapVecComparison,vec,6,,,27566641.0,ns,48
HeapVecComparison,vec,6,,,28714635.0,ns,50
HeapVecComparison,vec,6,,,29846217.0,ns,52
HeapVecComparison,vec,6,,,30994021.0,ns,54
HeapVecComparison,vec,6,,,32174635.0,ns,56
HeapVecComparison,vec,6,,,33313061.0,ns,58
HeapVecComparison,vec,6,,,34480991.0,ns,60
HeapVecComparison,vec,6,,,35598949.0,ns,62
HeapVecComparison,vec,6,,,36756650.0,ns,64
HeapVecComparison,vec,6,,,37915183.0,ns,66
HeapVecComparison,vec,6,,,39051356.0,ns,68
HeapVecComparison,vec,6,,,40212363.0,ns,70
HeapVecComparison,vec,6,,,41337022.0,ns,72
HeapVecComparison,vec,6,,,42536092.0,ns,74
HeapVecComparison,vec,6,,,43619755.0,ns,76
HeapVecComparison,vec,6,,,44791983.0,ns,78
HeapVecComparison,vec,6,,,45956588.0,ns,80
HeapVecComparison,vec,6,,,47111013.0,ns,82
HeapVecComparison,vec,6,,,48248148.0,ns,84
HeapVecComparison,vec,6,,,49446836.0,ns,86
HeapVecComparison,vec,6,,,50574099.0,ns,88
HeapVecComparison,vec,6,,,51678212.0,ns,90
HeapVecComparison,vec,6,,,52822267.0,ns,92
HeapVecComparison,vec,6,,,53954742.0,ns,94
HeapVecComparison,vec,6,,,55108545.0,ns,96
HeapVecComparison,vec,6,,,56270657.0,ns,98
HeapVecComparison,vec,6,,,57513728.0,ns,100
HeapVecComparison,vec,6,,,58598543.0,ns,102
HeapVecComparison,vec,6,,,59702694.0,ns,104
HeapVecComparison,vec,6,,,60909838.0,ns,106
HeapVecComparison,vec,6,,,62059054.0,ns,108
HeapVecComparison,vec,6,,,63183383.0,ns,110
HeapVecComparison,vec,6,,,64305277.0,ns,112
HeapVecComparison,vec,6,,,65429839.0,ns,114
HeapVecComparison,vec,6,,,66620510.0,ns,116
HeapVecComparison,vec,6,,,67742496.0,ns,118
HeapVecComparison,vec,6,,,69029139.0,ns,120
HeapVecComparison,vec,6,,,70130756.0,ns,122
HeapVecComparison,vec,6,,,71224918.0,ns,124
HeapVecComparison,vec,6,,,72354978.0,ns,126
HeapVecComparison,vec,6,,,73493934.0,ns,128
HeapVecComparison,vec,6,,,74611120.0,ns,130
HeapVecComparison,vec,6,,,75780795.0,ns,132
HeapVecComparison,vec,6,,,76919951.0,ns,134
HeapVecComparison,vec,6,,,78157082.0,ns,136
HeapVecComparison,vec,6,,,79236587.0,ns,138
HeapVecComparison,vec,6,,,80386013.0,ns,140
HeapVecComparison,vec,6,,,81560216.0,ns,142
HeapVecComparison,vec,6,,,82815060.0,ns,144
HeapVecComparison,vec,6,,,83917397.0,ns,146
HeapVecComparison,vec,6,,,85102841.0,ns,148
HeapVecComparison,vec,6,,,86126562.0,ns,150
HeapVecComparison,vec,6,,,87296657.0,ns,152
HeapVecComparison,vec,6,,,88456672.0,ns,154
HeapVecComparison,vec,6,,,89641195.0,ns,156
HeapVecComparison,vec,6,,,90772857.0,ns,158
HeapVecComparison,vec,6,,,91929116.0,ns,160
HeapVecComparison,vec,6,,,93060659.0,ns,162
HeapVecComparison,vec,6,,,94157155.0,ns,164
HeapVecComparison,vec,6,,,95407071.0,ns,166
HeapVecComparison,vec,6,,,96620888.0,ns,168
HeapVecComparison,vec,6,,,97792745.0,ns,170
HeapVecComparison,vec,6,,,98801518.0,ns,172
HeapVecComparison,vec,6,,,99853832.0,ns,174
HeapVecComparison,vec,6,,,101079540.0,ns,176
HeapVecComparison,vec,6,,,102208951.0,ns,178
HeapVecComparison,vec,6,,,103357434.0,ns,180
HeapVecComparison,vec,6,,,104533881.0,ns,182
HeapVecComparison,vec,6,,,105638283.0,ns,184
HeapVecComparison,vec,6,,,106938893.0,ns,186
HeapVecComparison,vec,6,,,108070335.0,ns,188
HeapVecComparison,vec,6,,,109060922.0,ns,190
HeapVecComparison,vec,6,,,110315537.0,ns,192
HeapVecComparison,vec,6,,,111346380.0,ns,194
HeapVecComparison,vec,6,,,112664193.0,ns,196
HeapVecComparison,vec,6,,,113775667.0,ns,198
HeapVecComparison,vec,6,,,115003912.0,ns,200
