group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,heap,31,,,20105416.0,ns,1
HeapVecComparison,heap,31,,,39805179.0,ns,2
HeapVecComparison,heap,31,,,59720367.0,ns,3
HeapVecComparison,heap,31,,,79577096.0,ns,4
HeapVecComparison,heap,31,,,99620464.0,ns,5
HeapVecComparison,heap,31,,,119570778.0,ns,6
HeapVecComparison,heap,31,,,139493702.0,ns,7
HeapVecComparison,heap,31,,,159417214.0,ns,8
HeapVecComparison,heap,31,,,179268343.0,ns,9
HeapVecComparison,heap,31,,,199081208.0,ns,10
HeapVecComparison,heap,31,,,219007218.0,ns,11
HeapVecComparison,heap,31,,,239109677.0,ns,12
HeapVecComparison,heap,31,,,258923485.0,ns,13
HeapVecComparison,heap,31,,,279370519.0,ns,14
HeapVecComparison,heap,31,,,307198162.0,ns,15
HeapVecComparison,heap,31,,,321130206.0,ns,16
HeapVecComparison,heap,31,,,338729581.0,ns,17
HeapVecComparison,heap,31,,,359074503.0,ns,18
HeapVecComparison,heap,31,,,379439336.0,ns,19
HeapVecComparison,heap,31,,,399302947.0,ns,20
HeapVecComparison,heap,31,,,426078925.0,ns,21
HeapVecComparison,heap,31,,,440640310.0,ns,22
HeapVecComparison,heap,31,,,457803477.0,ns,23
HeapVecComparison,heap,31,,,481875011.0,ns,24
HeapVecComparison,heap,31,,,504648450.0,ns,25
HeapVecComparison,heap,31,,,518716591.0,ns,26
HeapVecComparison,heap,31,,,538048074.0,ns,27
HeapVecComparison,heap,31,,,559520583.0,ns,28
HeapVecComparison,heap,31,,,579197284.0,ns,29
HeapVecComparison,heap,31,,,599266712.0,ns,30
HeapVecComparison,heap,31,,,618226517.0,ns,31
HeapVecComparison,heap,31,,,637360149.0,ns,32
HeapVecComparison,heap,31,,,658866402.0,ns,33
HeapVecComparison,heap,31,,,678507066.0,ns,34
HeapVecComparison,heap,31,,,698838974.0,ns,35
HeapVecComparison,heap,31,,,719185192.0,ns,36
HeapVecComparison,heap,31,,,739051378.0,ns,37
HeapVecComparison,heap,31,,,759840726.0,ns,38
HeapVecComparison,heap,31,,,779339563.0,ns,39
HeapVecComparison,heap,31,,,799571185.0,ns,40
HeapVecComparison,heap,31,,,821160835.0,ns,41
HeapVecComparison,heap,31,,,840870446.0,ns,42
HeapVecComparison,heap,31,,,861095677.0,ns,43
HeapVecComparison,heap,31,,,880412802.0,ns,44
HeapVecComparison,heap,31,,,900476049.0,ns,45
HeapVecComparison,heap,31,,,918481204.0,ns,46
HeapVecComparison,heap,31,,,938223737.0,ns,47
HeapVecComparison,heap,31,,,960054340.0,ns,48
HeapVecComparison,heap,31,,,980908989.0,ns,49
HeapVecComparison,heap,31,,,998048440.0,ns,50
HeapVecComparison,heap,31,,,1019008168.0,ns,51
HeapVecComparison,heap,31,,,1037462625.0,ns,52
HeapVecComparison,heap,31,,,1057925022.0,ns,53
HeapVecComparison,heap,31,,,1078995245.0,ns,54
HeapVecComparison,heap,31,,,1098608096.0,ns,55
HeapVecComparison,heap,31,,,1117840854.0,ns,56
HeapVecComparison,heap,31,,,1138464973.0,ns,57
HeapVecComparison,heap,31,,,1158839252.0,ns,58
HeapVecComparison,heap,31,,,1177399338.0,ns,59
HeapVecComparison,heap,31,,,1196818455.0,ns,60
HeapVecComparison,heap,31,,,1214901117.0,ns,61
HeapVecComparison,heap,31,,,1235361658.0,ns,62
HeapVecComparison,heap,31,,,1254824336.0,ns,63
HeapVecComparison,heap,31,,,1275816626.0,ns,64
HeapVecComparison,heap,31,,,1296126374.0,ns,65
HeapVecComparison,heap,31,,,1316675420.0,ns,66
HeapVecComparison,heap,31,,,1336607000.0,ns,67
HeapVecComparison,heap,31,,,1359652320.0,ns,68
HeapVecComparison,heap,31,,,1373793696.0,ns,69
HeapVecComparison,heap,31,,,1393870839.0,ns,70
HeapVecComparison,heap,31,,,1413930397.0,ns,71
HeapVecComparison,heap,31,,,1433055825.0,ns,72
HeapVecComparison,heap,31,,,1456012418.0,ns,73
HeapVecComparison,heap,31,,,1475482922.0,ns,74
HeapVecComparison,heap,31,,,1493598724.0,ns,75
HeapVecComparison,heap,31,,,1515136717.0,ns,76
HeapVecComparison,heap,31,,,1535004766.0,ns,77
HeapVecComparison,heap,31,,,1552422640.0,ns,78
HeapVecComparison,heap,31,,,1589217112.0,ns,79
HeapVecComparison,heap,31,,,1587200248.0,ns,80
HeapVecComparison,heap,31,,,1609086204.0,ns,81
HeapVecComparison,heap,31,,,1640580532.0,ns,82
HeapVecComparison,heap,31,,,1661645045.0,ns,83
HeapVecComparison,heap,31,,,1674258557.0,ns,84
HeapVecComparison,heap,31,,,1696689955.0,ns,85
HeapVecComparison,heap,31,,,1715075494.0,ns,86
HeapVecComparison,heap,31,,,1734459025.0,ns,87
HeapVecComparison,heap,31,,,1753738941.0,ns,88
HeapVecComparison,heap,31,,,1773525509.0,ns,89
HeapVecComparison,heap,31,,,1793194374.0,ns,90
HeapVecComparison,heap,31,,,1814148381.0,ns,91
HeapVecComparison,heap,31,,,1835171458.0,ns,92
HeapVecComparison,heap,31,,,1860136718.0,ns,93
HeapVecComparison,heap,31,,,1874591174.0,ns,94
HeapVecComparison,heap,31,,,1894953731.0,ns,95
HeapVecComparison,heap,31,,,1913173438.0,ns,96
HeapVecComparison,heap,31,,,1933579317.0,ns,97
HeapVecComparison,heap,31,,,1957292230.0,ns,98
HeapVecComparison,heap,31,,,1974922040.0,ns,99
HeapVecComparison,heap,31,,,1994219310.0,ns,100
