group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
HeapVecComparison,vec,22,,,4370348.0,ns,1
HeapVecComparison,vec,22,,,8739034.0,ns,2
HeapVecComparison,vec,22,,,13065108.0,ns,3
HeapVecComparison,vec,22,,,17416832.0,ns,4
HeapVecComparison,vec,22,,,21773544.0,ns,5
HeapVecComparison,vec,22,,,26042342.0,ns,6
HeapVecComparison,vec,22,,,30423080.0,ns,7
HeapVecComparison,vec,22,,,34786895.0,ns,8
HeapVecComparison,vec,22,,,39099405.0,ns,9
HeapVecComparison,vec,22,,,43553431.0,ns,10
HeapVecComparison,vec,22,,,47794946.0,ns,11
HeapVecComparison,vec,22,,,52183479.0,ns,12
HeapVecComparison,vec,22,,,56355686.0,ns,13
HeapVecComparison,vec,22,,,60651784.0,ns,14
HeapVecComparison,vec,22,,,65047620.0,ns,15
HeapVecComparison,vec,22,,,69286663.0,ns,16
HeapVecComparison,vec,22,,,73750486.0,ns,17
HeapVecComparison,vec,22,,,78293508.0,ns,18
HeapVecComparison,vec,22,,,82630534.0,ns,19
HeapVecComparison,vec,22,,,86974271.0,ns,20
HeapVecComparison,vec,22,,,90967432.0,ns,21
HeapVecComparison,vec,22,,,95491800.0,ns,22
HeapVecComparison,vec,22,,,99768240.0,ns,23
HeapVecComparison,vec,22,,,104229911.0,ns,24
HeapVecComparison,vec,22,,,108439227.0,ns,25
HeapVecComparison,vec,22,,,112870631.0,ns,26
HeapVecComparison,vec,22,,,117423470.0,ns,27
HeapVecComparison,vec,22,,,121899717.0,ns,28
HeapVecComparison,vec,22,,,126254576.0,ns,29
HeapVecComparison,vec,22,,,130297020.0,ns,30
HeapVecComparison,vec,22,,,134509080.0,ns,31
HeapVecComparison,vec,22,,,138783207.0,ns,32
HeapVecComparison,vec,22,,,143470942.0,ns,33
HeapVecComparison,vec,22,,,147659589.0,ns,34
HeapVecComparison,vec,22,,,151940148.0,ns,35
HeapVecComparison,vec,22,,,156261265.0,ns,36
HeapVecComparison,vec,22,,,160372667.0,ns,37
HeapVecComparison,vec,22,,,164894208.0,ns,38
HeapVecComparison,vec,22,,,169532871.0,ns,39
HeapVecComparison,vec,22,,,173653280.0,ns,40
HeapVecComparison,vec,22,,,178321146.0,ns,41
HeapVecComparison,vec,22,,,182146111.0,ns,42
HeapVecComparison,vec,22,,,186420037.0,ns,43
HeapVecComparison,vec,22,,,190851912.0,ns,44
HeapVecComparison,vec,22,,,195167016.0,ns,45
HeapVecComparison,vec,22,,,200087806.0,ns,46
HeapVecComparison,vec,22,,,204127376.0,ns,47
HeapVecComparison,vec,22,,,208685535.0,ns,48
HeapVecComparison,vec,22,,,213097502.0,ns,49
HeapVecComparison,vec,22,,,216798964.0,ns,50
HeapVecComparison,vec,22,,,221573061.0,ns,51
HeapVecComparison,vec,22,,,225764453.0,ns,52
HeapVecComparison,vec,22,,,230516437.0,ns,53
HeapVecComparison,vec,22,,,234901062.0,ns,54
HeapVecComparison,vec,22,,,239326363.0,ns,55
HeapVecComparison,vec,22,,,243560425.0,ns,56
HeapVecComparison,vec,22,,,247403133.0,ns,57
HeapVecComparison,vec,22,,,251610988.0,ns,58
HeapVecComparison,vec,22,,,256642366.0,ns,59
HeapVecComparison,vec,22,,,261021640.0,ns,60
HeapVecComparison,vec,22,,,265355421.0,ns,61
HeapVecComparison,vec,22,,,269684100.0,ns,62
HeapVecComparison,vec,22,,,274499673.0,ns,63
HeapVecComparison,vec,22,,,280134985.0,ns,64
HeapVecComparison,vec,22,,,283090778.0,ns,65
HeapVecComparison,vec,22,,,286905094.0,ns,66
HeapVecComparison,vec,22,,,291447657.0,ns,67
HeapVecComparison,vec,22,,,295413544.0,ns,68
HeapVecComparison,vec,22,,,299752304.0,ns,69
HeapVecComparison,vec,22,,,304104498.0,ns,70
HeapVecComparison,vec,22,,,308204089.0,ns,71
HeapVecComparison,vec,22,,,313433989.0,ns,72
HeapVecComparison,vec,22,,,317649036.0,ns,73
HeapVecComparison,vec,22,,,321807676.0,ns,74
HeapVecComparison,vec,22,,,326216467.0,ns,75
HeapVecComparison,vec,22,,,330261725.0,ns,76
HeapVecComparison,vec,22,,,335233793.0,ns,77
HeapVecComparison,vec,22,,,338843102.0,ns,78
HeapVecComparison,vec,22,,,343292650.0,ns,79
HeapVecComparison,vec,22,,,347766812.0,ns,80
HeapVecComparison,vec,22,,,351952525.0,ns,81
HeapVecComparison,vec,22,,,356392192.0,ns,82
HeapVecComparison,vec,22,,,360596950.0,ns,83
HeapVecComparison,vec,22,,,364877059.0,ns,84
HeapVecComparison,vec,22,,,369275110.0,ns,85
HeapVecComparison,vec,22,,,374303321.0,ns,86
HeapVecComparison,vec,22,,,378278859.0,ns,87
HeapVecComparison,vec,22,,,383078982.0,ns,88
HeapVecComparison,vec,22,,,386379605.0,ns,89
HeapVecComparison,vec,22,,,391301778.0,ns,90
HeapVecComparison,vec,22,,,395954034.0,ns,91
HeapVecComparison,vec,22,,,399943960.0,ns,92
HeapVecComparison,vec,22,,,404374018.0,ns,93
HeapVecComparison,vec,22,,,408833716.0,ns,94
HeapVecComparison,vec,22,,,413578115.0,ns,95
HeapVecComparison,vec,22,,,417811216.0,ns,96
HeapVecComparison,vec,22,,,421692657.0,ns,97
HeapVecComparison,vec,22,,,426643464.0,ns,98
HeapVecComparison,vec,22,,,430845778.0,ns,99
HeapVecComparison,vec,22,,,435191909.0,ns,100
